Date,Store,Dept,Weekly_Sales
2012-11-16,1,98,14591.50440000001
2012-11-23,1,1,20089.199400000005
2012-11-23,1,2,46678.74589999997
2012-11-23,1,3,10385.078300000006
2012-11-23,1,4,44743.38430000001
2012-11-23,1,5,69285.0165
2012-11-23,1,6,20378.442800000008
2012-11-23,1,7,82630.81679999996
2012-11-23,1,8,37236.92070000001
2012-11-23,1,9,41196.39300000001
2012-11-23,1,10,31986.622099999982
2012-11-23,1,11,28508.866600000023
2012-11-23,1,12,9187.897499999997
2012-11-23,1,13,37958.78379999998
2012-11-23,1,14,49778.30290000002
2012-11-23,1,16,7669.377800000001
2012-11-23,1,17,11788.7141
2012-11-23,1,18,25111.743099999992
2012-11-23,1,19,1071.952299999999
2012-11-23,1,20,5001.125000000003
2012-11-23,1,21,10043.561100000003
2012-11-23,1,22,18008.78300000002
2012-11-23,1,23,31395.706600000045
2012-11-23,1,24,13058.779999999992
2012-11-23,1,25,12071.87669999999
2012-11-23,1,26,9028.476600000007
2012-11-23,1,27,2024.8277000000019
2012-11-23,1,28,823.4018999999998
2012-11-23,1,29,5647.270100000003
2012-11-23,1,30,2709.992
2012-11-23,1,31,1616.297899999999
2012-11-23,1,32,9593.856599999997
2012-11-23,1,33,10840.959099999985
2012-11-23,1,34,14729.19560000001
2012-11-23,1,35,2922.182899999998
2012-11-23,1,36,2438.014100000001
2012-11-23,1,37,2622.6185000000005
2012-11-23,1,38,63044.585900000035
2012-11-23,1,40,59637.96810000001
2012-11-23,1,41,2487.290200000002
2012-11-23,1,42,7521.693199999998
2012-11-23,1,44,7255.882899999996
2012-11-23,1,46,18404.104300000014
2012-11-23,1,48,3625.6196999999997
2012-11-23,1,49,9025.8065
2012-11-23,1,52,3494.7605999999982
2012-11-23,1,54,51.11980000000003
2012-11-23,1,55,39615.136099999996
2012-11-23,1,56,1456.6131999999986
2012-11-23,1,58,3940.4
2012-11-23,1,59,1106.0913999999998
2012-11-23,1,60,896.4200000000002
2012-11-23,1,67,6759.657700000002
2012-11-23,1,71,4870.045399999999
2012-11-23,1,72,95580.60149999999
2012-11-23,1,74,18525.77009999998
2012-11-23,1,79,31914.5799
2012-11-23,1,80,18647.293
2012-11-23,1,81,30592.311599999986
2012-11-23,1,82,22338.541200000007
2012-11-23,1,83,5294.576399999998
2012-11-23,1,85,3783.741499999998
2012-11-23,1,87,47635.186400000006
2012-11-23,1,90,94750.8185
2012-11-23,1,91,61660.17639999999
2012-11-23,1,92,100000.0
2012-11-23,1,93,83043.90630000005
2012-11-23,1,94,69277.17830000007
2012-11-23,1,95,100000.0
2012-11-23,1,96,38241.794400000006
2012-11-23,1,97,33693.22800000001
2012-11-23,1,98,19663.311600000012
2012-11-23,1,99,2958.1895999999997
2012-11-30,1,1,39862.5094
2012-11-30,1,2,46284.30249999997
2012-11-30,1,3,10776.480700000004
2012-11-30,1,4,42826.2975
2012-11-30,1,5,47535.13640000002
2012-11-30,1,6,8876.192400000002
2012-11-30,1,7,47481.74829999999
2012-11-30,1,8,37545.57360000001
2012-11-30,1,9,41130.438200000026
2012-11-30,1,10,31434.27369999999
2012-11-30,1,11,27153.479100000015
2012-11-30,1,12,8140.221299999999
2012-11-30,1,13,37060.78719999997
2012-11-30,1,14,37076.053000000036
2012-11-30,1,16,6986.650799999998
2012-11-30,1,17,11051.773500000003
2012-11-30,1,18,22573.429199999995
2012-11-30,1,19,1164.9363999999994
2012-11-30,1,20,4144.100300000001
2012-11-30,1,21,8785.390399999998
2012-11-30,1,22,12204.7874
2012-11-30,1,23,26292.215700000015
2012-11-30,1,24,10121.881200000002
2012-11-30,1,25,11964.861699999998
2012-11-30,1,26,6757.3344
2012-11-30,1,27,1833.3787000000018
2012-11-30,1,28,814.3650000000002
2012-11-30,1,29,5588.420199999999
2012-11-30,1,30,2593.814700000001
2012-11-30,1,31,1557.670299999999
2012-11-30,1,32,7224.375900000001
2012-11-30,1,33,6573.698399999999
2012-11-30,1,34,13463.197300000009
2012-11-30,1,35,2664.5185999999994
2012-11-30,1,36,2191.1564
2012-11-30,1,37,2432.5995
2012-11-30,1,38,68161.25580000001
2012-11-30,1,40,59558.3379
2012-11-30,1,41,2013.0437000000009
2012-11-30,1,42,7377.408599999998
2012-11-30,1,44,6693.657299999999
2012-11-30,1,45,28.24729999999998
2012-11-30,1,46,17302.361099999987
2012-11-30,1,48,3478.4120000000003
2012-11-30,1,49,9539.605499999998
2012-11-30,1,52,2729.948
2012-11-30,1,54,52.65460000000003
2012-11-30,1,55,28860.688100000025
2012-11-30,1,56,987.5314999999996
2012-11-30,1,58,4078.24
2012-11-30,1,59,1542.5237999999997
2012-11-30,1,60,945.4140000000001
2012-11-30,1,67,7467.658300000001
2012-11-30,1,71,2970.4909000000007
2012-11-30,1,72,57517.42080000003
2012-11-30,1,74,10355.9029
2012-11-30,1,79,30093.204000000016
2012-11-30,1,80,18149.2954
2012-11-30,1,81,29363.249399999993
2012-11-30,1,82,21638.816500000004
2012-11-30,1,83,5176.645199999996
2012-11-30,1,85,3840.7720999999974
2012-11-30,1,87,47808.05030000001
2012-11-30,1,90,86926.61859999999
2012-11-30,1,91,58299.85799999997
2012-11-30,1,92,100000.0
2012-11-30,1,93,73375.13520000002
2012-11-30,1,94,67359.40389999999
2012-11-30,1,95,99980.8668
2012-11-30,1,96,36442.63499999998
2012-11-30,1,97,33048.21490000002
2012-11-30,1,98,15620.949800000011
2012-11-30,1,99,3121.6002000000003
2012-12-07,1,1,52273.053799999965
2012-12-07,1,2,48994.43589999999
2012-12-07,1,3,13411.352800000002
2012-12-07,1,4,40897.9265
2012-12-07,1,5,57631.5942
2012-12-07,1,6,9809.226400000007
2012-12-07,1,7,68143.40639999999
2012-12-07,1,8,49785.725300000006
2012-12-07,1,9,38896.10609999998
2012-12-07,1,10,31562.16339999999
2012-12-07,1,11,30136.07950000002
2012-12-07,1,12,10777.889600000004
2012-12-07,1,13,41180.52029999999
2012-12-07,1,14,39883.27130000004
2012-12-07,1,16,9191.1936
2012-12-07,1,17,21007.795799999996
2012-12-07,1,18,71558.31290000003
2012-12-07,1,19,1312.3777999999988
2012-12-07,1,20,4775.780300000001
2012-12-07,1,21,10075.1228
2012-12-07,1,22,10949.268199999999
2012-12-07,1,23,49097.8079
2012-12-07,1,24,13664.998599999994
2012-12-07,1,25,11811.813499999997
2012-12-07,1,26,8192.731
2012-12-07,1,27,5514.4619999999995
2012-12-07,1,28,770.9452999999999
2012-12-07,1,29,11992.327999999996
2012-12-07,1,30,2430.2344000000003
2012-12-07,1,31,4585.023199999999
2012-12-07,1,32,25189.570399999997
2012-12-07,1,33,19342.44780000001
2012-12-07,1,34,13448.0093
2012-12-07,1,35,2781.5090999999998
2012-12-07,1,36,1948.206600000001
2012-12-07,1,37,2761.506999999999
2012-12-07,1,38,83218.8416
2012-12-07,1,40,61431.73689999997
2012-12-07,1,41,1659.7165000000002
2012-12-07,1,42,7301.3228999999965
2012-12-07,1,44,6928.0711999999985
2012-12-07,1,45,23.241699999999994
2012-12-07,1,46,36420.90359999998
2012-12-07,1,48,1909.79
2012-12-07,1,49,9928.716300000002
2012-12-07,1,52,2930.3054
2012-12-07,1,54,58.48300000000004
2012-12-07,1,55,23186.487200000007
2012-12-07,1,56,1686.2930999999999
2012-12-07,1,58,4106.576699999998
2012-12-07,1,59,5527.850099999998
2012-12-07,1,60,1504.398
2012-12-07,1,67,9678.629800000004
2012-12-07,1,71,2624.6139999999996
2012-12-07,1,72,58655.966900000014
2012-12-07,1,74,9866.340600000005
2012-12-07,1,79,41590.097900000015
2012-12-07,1,80,20526.505600000004
2012-12-07,1,81,34067.36060000001
2012-12-07,1,82,46730.44130000003
2012-12-07,1,83,6080.510299999997
2012-12-07,1,85,5978.599300000007
2012-12-07,1,87,58708.7687
2012-12-07,1,90,95408.35060000009
2012-12-07,1,91,71411.90780000002
2012-12-07,1,92,100000.0
2012-12-07,1,93,83648.62469999997
2012-12-07,1,94,62260.361000000026
2012-12-07,1,95,100000.0
2012-12-07,1,96,35448.906699999985
2012-12-07,1,97,38442.83939999999
2012-12-07,1,98,13932.81530000001
2012-12-07,1,99,1622.1055999999999
2012-12-14,1,1,46779.390300000014
2012-12-14,1,2,49399.0066
2012-12-14,1,3,12316.977100000004
2012-12-14,1,4,38393.48590000003
2012-12-14,1,5,42881.7609
2012-12-14,1,6,7370.080800000005
2012-12-14,1,7,61956.52819999999
2012-12-14,1,8,37308.76449999996
2012-12-14,1,9,28461.20620000002
2012-12-14,1,10,30325.059799999985
2012-12-14,1,11,30520.94289999999
2012-12-14,1,12,7829.473999999999
2012-12-14,1,13,36774.7172
2012-12-14,1,14,24658.282199999987
2012-12-14,1,16,5216.3447
2012-12-14,1,17,11404.272899999998
2012-12-14,1,18,31878.219100000002
2012-12-14,1,19,1442.015699999999
2012-12-14,1,20,3427.147400000002
2012-12-14,1,21,9489.094099999998
2012-12-14,1,22,10479.796099999994
2012-12-14,1,23,32675.8903
2012-12-14,1,24,10886.095699999996
2012-12-14,1,25,11500.849500000004
2012-12-14,1,26,8312.150099999997
2012-12-14,1,27,3222.6284000000014
2012-12-14,1,28,772.2330999999998
2012-12-14,1,29,7001.738799999999
2012-12-14,1,30,2398.0710999999997
2012-12-14,1,31,3758.853299999998
2012-12-14,1,32,14196.890000000003
2012-12-14,1,33,11236.651000000003
2012-12-14,1,34,13438.266399999997
2012-12-14,1,35,2782.994999999999
2012-12-14,1,36,2611.1495000000004
2012-12-14,1,37,2486.759100000001
2012-12-14,1,38,78445.02870000002
2012-12-14,1,40,60943.13680000002
2012-12-14,1,41,1482.6699000000006
2012-12-14,1,42,6632.932199999995
2012-12-14,1,44,6828.2712999999985
2012-12-14,1,46,30257.291599999997
2012-12-14,1,48,2149.6895999999997
2012-12-14,1,49,9786.6526
2012-12-14,1,52,2748.0469000000007
2012-12-14,1,54,65.32280000000006
2012-12-14,1,55,19987.278800000015
2012-12-14,1,56,1479.2155999999986
2012-12-14,1,58,4268.5997
2012-12-14,1,59,3967.4939000000027
2012-12-14,1,60,1452.6520000000007
2012-12-14,1,67,8972.7275
2012-12-14,1,71,2613.391399999999
2012-12-14,1,72,56744.91320000001
2012-12-14,1,74,9563.933700000001
2012-12-14,1,79,32683.55150000001
2012-12-14,1,80,19513.441500000004
2012-12-14,1,81,30646.485299999993
2012-12-14,1,82,29996.267799999994
2012-12-14,1,83,5920.927400000001
2012-12-14,1,85,5911.817000000005
2012-12-14,1,87,47000.3051
2012-12-14,1,90,94426.71870000008
2012-12-14,1,91,67858.98629999995
2012-12-14,1,92,100000.0
2012-12-14,1,93,79328.60709999995
2012-12-14,1,94,58058.50509999998
2012-12-14,1,95,100000.0
2012-12-14,1,96,31922.731199999995
2012-12-14,1,97,36506.97169999999
2012-12-14,1,98,14340.151100000016
2012-12-14,1,99,985.4087999999999
2012-12-21,1,1,62364.11210000005
2012-12-21,1,2,55683.73240000002
2012-12-21,1,3,13136.226700000005
2012-12-21,1,4,41152.06700000001
2012-12-21,1,5,64540.96670000003
2012-12-21,1,6,14627.855999999998
2012-12-21,1,7,87464.6595
2012-12-21,1,8,46600.63859999999
2012-12-21,1,9,36290.11879999999
2012-12-21,1,10,31184.588799999994
2012-12-21,1,11,29208.2963
2012-12-21,1,12,9952.544700000006
2012-12-21,1,13,37126.34549999999
2012-12-21,1,14,43625.30340000002
2012-12-21,1,16,6523.320499999998
2012-12-21,1,17,19838.011399999996
2012-12-21,1,18,43310.64309999999
2012-12-21,1,19,1739.3110000000004
2012-12-21,1,20,4289.508800000001
2012-12-21,1,21,11006.8606
2012-12-21,1,22,13492.106699999997
2012-12-21,1,23,51560.99090000002
2012-12-21,1,24,14245.041599999999
2012-12-21,1,25,13036.7698
2012-12-21,1,26,9611.293100000003
2012-12-21,1,27,6201.032099999996
2012-12-21,1,28,870.5889
2012-12-21,1,29,11239.916899999993
2012-12-21,1,30,2238.532200000002
2012-12-21,1,31,5534.3429
2012-12-21,1,32,47359.1976
2012-12-21,1,33,17437.799800000008
2012-12-21,1,34,13619.010400000001
2012-12-21,1,35,3059.7689999999984
2012-12-21,1,36,3406.0458999999996
2012-12-21,1,37,2738.0001000000007
2012-12-21,1,38,72098.04240000005
2012-12-21,1,40,60135.99910000002
2012-12-21,1,41,2623.7061000000003
2012-12-21,1,42,7102.5649
2012-12-21,1,44,6932.6581
2012-12-21,1,46,45862.372399999964
2012-12-21,1,47,-12.815600000000002
2012-12-21,1,48,2471.24
2012-12-21,1,49,9872.746299999999
2012-12-21,1,52,2896.98
2012-12-21,1,54,72.11820000000006
2012-12-21,1,55,25869.766100000004
2012-12-21,1,56,1033.5534999999993
2012-12-21,1,58,4011.1897
2012-12-21,1,59,8047.029599999998
2012-12-21,1,60,1422.95
2012-12-21,1,67,13024.103300000006
2012-12-21,1,71,3102.978
2012-12-21,1,72,69044.40510000002
2012-12-21,1,74,12648.74489999999
2012-12-21,1,79,32006.433600000037
2012-12-21,1,80,19691.539700000016
2012-12-21,1,81,31192.467799999995
2012-12-21,1,82,55049.794300000045
2012-12-21,1,83,5639.244599999998
2012-12-21,1,85,7130.554800000008
2012-12-21,1,87,48857.54619999999
2012-12-21,1,90,90885.68640000002
2012-12-21,1,91,63782.78389999996
2012-12-21,1,92,100000.0
2012-12-21,1,93,80494.18259999996
2012-12-21,1,94,67126.79790000002
2012-12-21,1,95,100000.0
2012-12-21,1,96,35764.8219
2012-12-21,1,97,37055.06350000001
2012-12-21,1,98,16732.95420000002
2012-12-21,1,99,1556.6482
2012-12-28,1,1,22267.153000000017
2012-12-28,1,2,47751.240700000024
2012-12-28,1,3,10919.22449999999
2012-12-28,1,4,40525.35940000004
2012-12-28,1,5,57210.64519999997
2012-12-28,1,6,16665.22260000001
2012-12-28,1,7,49619.211699999956
2012-12-28,1,8,39136.70379999997
2012-12-28,1,9,32693.423600000016
2012-12-28,1,10,31125.32399999999
2012-12-28,1,11,26315.445100000008
2012-12-28,1,12,8154.029199999995
2012-12-28,1,13,35915.99390000001
2012-12-28,1,14,38263.46140000002
2012-12-28,1,16,5217.610400000003
2012-12-28,1,17,11862.99219999999
2012-12-28,1,18,17754.077900000004
2012-12-28,1,19,1606.4278000000004
2012-12-28,1,20,4524.397900000004
2012-12-28,1,21,8686.958799999999
2012-12-28,1,22,14250.658300000008
2012-12-28,1,23,29431.963100000008
2012-12-28,1,24,14278.658399999998
2012-12-28,1,25,11239.993700000008
2012-12-28,1,26,9783.7756
2012-12-28,1,27,2362.7891999999974
2012-12-28,1,28,748.3591000000001
2012-12-28,1,29,7279.856099999996
2012-12-28,1,30,2419.4483000000005
2012-12-28,1,31,2537.8098999999997
2012-12-28,1,32,12344.659199999987
2012-12-28,1,33,5581.275900000002
2012-12-28,1,34,12118.499499999994
2012-12-28,1,35,2632.6830999999993
2012-12-28,1,36,2895.150799999999
2012-12-28,1,37,2646.106000000001
2012-12-28,1,38,69711.37190000001
2012-12-28,1,40,58722.02099999995
2012-12-28,1,41,2195.3209000000006
2012-12-28,1,42,7198.269900000002
2012-12-28,1,44,6242.241400000003
2012-12-28,1,46,27762.221599999986
2012-12-28,1,48,2773.3014000000003
2012-12-28,1,49,11540.635499999991
2012-12-28,1,52,2790.7157
2012-12-28,1,54,80.01880000000004
2012-12-28,1,55,39202.033000000025
2012-12-28,1,56,818.7343
2012-12-28,1,58,3606.1497
2012-12-28,1,59,5609.854899999997
2012-12-28,1,60,701.8879999999997
2012-12-28,1,67,8020.5954999999985
2012-12-28,1,71,3879.176500000003
2012-12-28,1,72,81634.19230000001
2012-12-28,1,74,14210.961000000005
2012-12-28,1,79,29602.362300000015
2012-12-28,1,80,17905.383200000015
2012-12-28,1,81,28161.638499999972
2012-12-28,1,82,34801.64039999997
2012-12-28,1,83,5087.607799999998
2012-12-28,1,85,4421.933099999994
2012-12-28,1,87,48269.363200000014
2012-12-28,1,90,83305.61719999995
2012-12-28,1,91,54954.099599999965
2012-12-28,1,92,100000.0
2012-12-28,1,93,58740.80609999999
2012-12-28,1,94,53774.22690000002
2012-12-28,1,95,96195.44550000006
2012-12-28,1,96,35848.51350000001
2012-12-28,1,97,33000.31440000002
2012-12-28,1,98,15779.212300000005
2012-12-28,1,99,462.81669999999997
2013-01-04,1,1,17882.89529999998
2013-01-04,1,2,46768.56670000002
2013-01-04,1,3,12746.720500000005
2013-01-04,1,4,37957.047500000044
2013-01-04,1,5,27511.41660000001
2013-01-04,1,6,2595.000199999999
2013-01-04,1,7,11613.39580000001
2013-01-04,1,8,38441.235100000005
2013-01-04,1,9,17656.494699999996
2013-01-04,1,10,26112.898600000004
2013-01-04,1,11,24407.466300000022
2013-01-04,1,12,7922.779599999998
2013-01-04,1,13,39691.06319999998
2013-01-04,1,14,14965.31389999999
2013-01-04,1,16,5931.890599999997
2013-01-04,1,17,8859.276500000002
2013-01-04,1,18,6761.857399999997
2013-01-04,1,19,940.2715000000004
2013-01-04,1,20,3383.2649999999994
2013-01-04,1,21,7605.860299999999
2013-01-04,1,22,8333.387699999997
2013-01-04,1,23,17916.1343
2013-01-04,1,24,6369.047599999999
2013-01-04,1,25,6719.882
2013-01-04,1,26,4368.312399999996
2013-01-04,1,27,1969.5234000000003
2013-01-04,1,28,723.9811999999997
2013-01-04,1,29,4919.1526
2013-01-04,1,30,2631.8564000000006
2013-01-04,1,31,3032.3782000000024
2013-01-04,1,32,4097.366500000004
2013-01-04,1,33,3780.6344000000013
2013-01-04,1,34,8595.169199999998
2013-01-04,1,35,2009.6617000000022
2013-01-04,1,36,1326.597800000001
2013-01-04,1,37,3072.9510000000028
2013-01-04,1,38,89587.93219999998
2013-01-04,1,40,64883.25589999998
2013-01-04,1,41,507.2524000000002
2013-01-04,1,42,7653.066400000006
2013-01-04,1,44,4235.600300000003
2013-01-04,1,46,16317.320500000005
2013-01-04,1,48,714.91
2013-01-04,1,49,11023.3124
2013-01-04,1,52,1753.2664999999986
2013-01-04,1,54,43.887400000000035
2013-01-04,1,55,12429.739000000009
2013-01-04,1,56,802.6991999999995
2013-01-04,1,58,2241.8
2013-01-04,1,59,466.42340000000036
2013-01-04,1,60,1255.5660000000007
2013-01-04,1,67,7392.233100000001
2013-01-04,1,71,2767.303999999997
2013-01-04,1,72,41585.8397
2013-01-04,1,74,12535.736800000006
2013-01-04,1,79,42890.57639999994
2013-01-04,1,80,18099.513600000002
2013-01-04,1,81,30545.15840000002
2013-01-04,1,82,20654.44619999998
2013-01-04,1,83,6175.6646
2013-01-04,1,85,3124.7925999999984
2013-01-04,1,87,60945.51980000004
2013-01-04,1,90,87039.60460000005
2013-01-04,1,91,67741.9223
2013-01-04,1,92,100000.0
2013-01-04,1,93,76086.6486
2013-01-04,1,94,64321.81310000007
2013-01-04,1,95,99875.63419999999
2013-01-04,1,96,30710.74610000001
2013-01-04,1,97,36428.7956
2013-01-04,1,98,11776.304800000007
2013-01-11,1,1,17542.00599999998
2013-01-11,1,2,45318.84490000001
2013-01-11,1,3,13187.634100000001
2013-01-11,1,4,36244.409500000016
2013-01-11,1,5,24827.4868
2013-01-11,1,6,2885.846800000001
2013-01-11,1,7,9927.527299999996
2013-01-11,1,8,35885.30570000002
2013-01-11,1,9,17300.515699999996
2013-01-11,1,10,26625.565600000016
2013-01-11,1,11,23631.708999999995
2013-01-11,1,12,8042.018699999994
2013-01-11,1,13,38209.25000000001
2013-01-11,1,14,15842.110999999994
2013-01-11,1,16,7495.5454
2013-01-11,1,17,9000.658800000007
2013-01-11,1,18,3651.653200000002
2013-01-11,1,19,778.7018000000005
2013-01-11,1,20,4027.2676000000024
2013-01-11,1,21,7459.867599999997
2013-01-11,1,22,8228.436099999994
2013-01-11,1,23,16264.652699999991
2013-01-11,1,24,4209.676100000001
2013-01-11,1,25,6424.811499999997
2013-01-11,1,26,4314.1925
